店铺名称,id,店铺图片,店铺电话,一级业态,二级业态,产品服务,店铺评分,人均价格,店铺标签,店铺描述,,,,
郑州正弘城三楼迪桑娜DISSONA女包,84003,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/6e6e1243a34f48e78f1b9864f90a2e4f_63e6d470c0c4cde8431693495521ffc2.jpeg,18737178792,购物,箱包,"女士手提包,女士背包,女士钱包,女士斜挎包,女士手拿包",3.8,￥1798/人,收录2年好店,迪桑娜DISSONA女包的包包风格超多样，从简约通勤到时尚出街，各种款式都有。店里装修很有格调，灯光打得包包超亮眼。人气单品超多，比如经典的托特包，容量超大还能装，上班族必备！还有精致的小挎包，搭裙子超好看，适合约会逛街。皮质超棒，五金也很有质感。来这挑包，总能找到适合你的那一款，姐妹们冲！ ,,,,
玩具名人堂,84815,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/939de305e58249f993655346c6ecb0de_eb4206826456a1558c87b911971bdebd.jpeg,13523098292,购物,玩具,"各类玩具,益智玩具,毛绒玩具,儿童玩具,成人收藏玩具",4.1,￥180/人,,玩具名人堂这里简直是玩具控的天堂😍。一进店，满满当当全是各种超酷炫、超有趣的玩具。店铺风格童趣又温馨，装修超有特色，像走进了梦幻世界✨。他家人气单品超多，比如会跳舞的机器人🤖、超逼真的毛绒玩偶🧸。不管是小朋友还是大朋友，都能在这里找到快乐，挑到心仪的玩具，赶紧冲！,,,,
泡泡玛特POPMART,83758,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0f3fc0f7669846de90ae905ca9d2afe7_17200f984c094678083d2f04bf18467b.jpeg,13653828002,购物,"潮流玩具,礼品","潮流玩具,盲盒,手办,潮玩周边产品,潮玩主题礼品",4.6,￥131/人,正弘中心购物热门榜第2名,泡泡玛特POPMART一进店就被各种可爱潮玩包围，满满少女心💕 店铺风格超酷炫，装修独特，随手一拍都出片📷 他家主打各种盲盒，人气单品多到挑花眼。无论是Molly、Dimoo还是毕奇，每个系列都超有吸引力。不管是学生党还是潮玩爱好者，都能在这里找到心头好，快来泡泡玛特开启惊喜盲盒之旅吧🎉,,,,
代字行家居 DZH HOME,83965,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/47aa90c7789d4cfa895043be2a2b8b4b_fd25a1c459261957a8bf8c3b5cd4b8fd.jpeg,18336001603,购物,家具家居,"家具,家居用品,装饰品,床上用品,厨房用品",4.8,￥127/人,金水区家具家居好评榜第3名,代字行家居 DZH HOME 主打各种超有设计感的家居好物。店铺风格简约时尚，装修超有特色，陈列精致又吸睛。人气单品超多，比如那质感超棒的沙发，坐上去超舒服😌。很适合追求品质生活、热爱家居美学的宝子们。在这里能轻松get到提升家居品味的宝藏单品，让家瞬间变得超有格调！,,,,
美丽田园,84655,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3a21a0837738415ea3d42527d37b2b55_625c46cb6939d4f1bc46117e2cf503e2.jpeg,0371-61653277,生活服务,美容美体,"面部护理,身体按摩,皮肤清洁,身体护理,芳香疗法",4.6,￥222/人,正弘中心美容/SPA热门榜第4名,美丽田园主打各类美容护理项目。店铺风格优雅舒适，装修超有格调，让人一进去就身心放松。人气单品超多，像面部深层清洁护理，做完皮肤滑溜溜的。还有肩颈按摩，按完整个人都轻松了。很适合工作压力大、想好好呵护肌肤的宝子们。在这能享受一场惬意的变美之旅，快来种草吧！,,,,
乐高授权专卖店,83925,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/ded81a30f5894ccf8b83780c341351e4_8643a02f9bee3851fb92e5bae638f938.jpeg,18595517515,购物,玩具,"乐高积木,乐高玩具套装,乐高益智玩具,乐高创意产品",4.8,￥258/人,郑州亲子购物好评榜第1名,乐高授权专卖店一进店，满满乐高元素超吸睛😎。各种系列积木超全，从可爱小摆件到超大型场景搭建都有。店铺风格简约明亮，陈列有序，找心仪款超方便🤩。人气单品多到挑花眼，像哈利波特系列、城市系列，拼搭超有趣。不管是小朋友还是乐高迷，都能在这找到快乐源泉，赶紧冲！,,,,
太平鸟女装,84661,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/4e87c4f2e5344738aeb69416f75183f4_e8fc576ffce853745a833508b896792d.jpeg,,购物,服装,"女装上衣,女装裤子,女装裙子,女装外套,女装配饰",3.4,￥37/人,收录3年好店,太平鸟女装店铺风格超有个性，装修时尚又吸睛✨。他家主打各种潮流服饰，总能精准拿捏时尚脉搏。人气单品超多，像小香风外套、高腰牛仔裤，上身超显气质。衣服款式多样，无论你是甜美风、酷飒风还是休闲风，都能在这里找到心头好。适合追求时尚、热爱穿搭的姐妹们，赶紧冲，让自己美出新高度💃！,,,,
Tineco添可,84106,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/9a2949fe21f34bf8998235fcfc21d7b2_TINECO.jpg,18530089059,购物,家用电器,"洗地机,吸尘器,智能生活电器",3.5,￥3100/人,金水区家用电器人气榜第10名,Tineco添主打智能清洁电器🧼，店铺风格简约时尚。装修特色满满科技感✨，让人一进去就被吸引。人气单品超多，像芙万洗地机，清洁超轻松，自清洁超省心。还有智能吸尘器，吸力超强，角落灰尘都能搞定。很适合追求高效便捷生活的宝子们👩‍👩‍👧‍👦，入手他家产品，轻松打造干净整洁家🏠！,,,,
ROLEX,84921,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/e9c6585a61db4f4e959f6cbe65ed6d24_b49b85f113db495677ac25bc93f35d78.jpeg,18538173389,购物,钟表,劳力士手表,3.5,￥59783/人,郑州钟表热门榜第1名,劳力士（ROLEX）的表超有质感，设计经典又时尚。门店装修大气上档次，一进去就被那精致的陈列吸引。像绿水鬼、日志型等都是超人气单品。不管是商务场合还是日常佩戴，劳力士都能轻松hold住。适合追求品质与格调的小伙伴们。戴上劳力士，瞬间提升气场，你就是人群中的焦点，真的爱了爱了！,,,,
舒福德,85010,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/0f0b400ae24046708f1e9ee681f0f197_e39eeb85551e8c7ce31509e57d1cd69c.jpeg,13603710588,生活服务,"智能家居服务,智能家居产品销售","智能床,智能床垫,睡眠监测服务,睡眠改善方案,智能家居系统集成服务",3.9,￥311/人,,舒福德主打智能床🛏，店铺风格简约现代，装修超有科技感✨。人气单品的智能床能调节角度，追剧、阅读超方便📖。很多用户反馈睡感超棒，能缓解疲劳😴。适合追求高品质睡眠、爱科技的宝子们🛌。躺在上面，仿佛开启了未来睡眠新体验，真的绝绝子👍！,,,,
木九十,84026,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c398bf9158e8442a88db03d92baf4bcf_757762497f5af7ff8090865facf34040.jpeg,13782855416,购物,眼镜零售,"眼镜,太阳镜,光学镜架,光学镜片,隐形眼镜",3.5,￥2379/人,收录6年好店,木九十一进店，满满的时尚氛围感，装修超有格调✨他家主打各种高颜值眼镜，款式超全，从复古到潮流，总能挑到心仪的。像他家的光学镜，轻盈又舒适，修饰脸型绝绝子😎太阳镜更是时尚感拉满，度假凹造型必备。不管是学生党还是上班族，都能在这里找到适合自己的那一款，戴上瞬间提升气质，种草没商量！ ,,,,
蔚来中心,85135,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b88b285cf5844cb9bb86d7b222089cdb_c40583f8eb6644edbc96cb4e1b22a1fc_%E8%94%9A%E6%9D%A5logo.jpg,,生活服务,汽车销售与服务,"蔚来汽车销售,蔚来汽车售后服务,汽车金融贷款服务,车辆保险办理,汽车精品销售",4.3,￥590000/人,收录6年好店,蔚来中心一进店就被超有科技感的装修吸引😎。它家主打各种超炫的新能源汽车，每一款都颜值爆表，性能更是没得说👍。人气单品 ES6 外观时尚，内饰精致，开在路上回头率超高！这里很适合追求潮流、热爱科技的小伙伴们👏。来蔚来中心，感受未来出行的魅力，说不定就会爱上这种独特的驾驶体验哦🚀。,,,,
Rebecca瑞贝卡时尚假发,84047,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5f0b690f39e0493782d642da7f12f57a_21df395cac6f1e8d41081449772b1d47.jpeg,13146243000,生活服务,美发,"时尚假发定制,假发销售,假发造型设计,假发护理咨询,假发佩戴指导",4.1,￥2745/人,收录5年好店,Rebecca瑞贝卡店铺风格超时尚，装修也很有特色，一进去就感觉超有氛围感✨。主打产品假发那叫一个绝，款式超多，能满足各种需求。人气单品更是让人爱不释手，戴上瞬间变女神！不管是想换个造型还是应急，都超合适。真的太爱了，姐妹们冲就对啦！,,,,
takami,84934,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/cd9235e555fd4ba892d1965f358496ca_bb9516d3d95ac0a84c00b48d8896b89c.jpeg,18790277601,购物,化妆品,"护肤品,彩妆,美容仪器,美妆工具,香水",3.7,￥1181/人,,Takami店铺风格简约舒适。小蓝瓶主打改善肌肤粗糙、调节水油平衡。质地清爽，吸收超快。用一段时间，能明显感觉皮肤变得细腻光滑。好多人用完都爱上了。不管是换季敏感，还是日常肌肤不稳定，用它就对了。敏感肌集美们赶紧冲，一起拥有好皮肤💖 ,,,,
Lola Rose罗拉玫瑰,84970,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/3f99bb1ef6a94e268a466c586b3f8d18_7a0ea6939b045b70b2bfaa628f59d7b1.jpeg,0371-88955063,购物,珠宝首饰,"项链,手链,耳环,戒指,胸针",4.5,￥1845/人,,Lola Rose罗拉玫瑰装修超有格调，满满的复古英伦风🌹。主打各种精致的饰品和手表，设计独特又优雅。像经典的小绿表，孔雀石表盘超吸睛，戴上瞬间提升气质。无论是日常出街还是重要场合，都能轻松hold住。真的太适合爱美的小仙女们啦，快来给自己安排上一份精致吧！ ,,,,
MO&CO,84025,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/75534d22b1ab4e4abf1d39e5a1d04192_8bfbf59c2002b857b1bec1d92182b5b9.jpeg,15194566686,购物,服装,"女装,男装,童装,配饰,鞋履",3.5,￥3000/人,收录6年好店,MO&CO的衣服超有个性✨，店铺风格时尚又潮流，装修也很有特色，拍照超好看📸。人气单品超多，像各种设计感十足的连衣裙，穿上秒变时髦精。无论是日常出街还是参加聚会，都能轻松hold住全场👏。适合追求时尚、个性的姐妹们，快来这里挑选属于你的时尚战袍吧！,,,,
潮宏基,83955,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/b5af7caa8f3e401b9283819e3fc311b5_%E6%BD%AE%E5%AE%8F%E5%9F%BA.jpg,,购物,珠宝首饰,"黄金项链,黄金手链,黄金耳环,黄金戒指,黄金吊坠",4.4,￥2653/人,收录6年好店,潮宏基主打各类时尚珠宝首饰✨。店铺风格超有格调，装修精致又大气。人气单品超多，像他家的花丝系列，工艺超赞，设计独特。还有各种blingbling的项链、手链，戴上瞬间提升气质。不管是日常佩戴还是送人都超合适，简直是时尚达人们的心头好，爱美的姐妹千万不要错过啦！,,,,
ARC'TERYX始祖鸟,85029,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/69ee119fc7c04fc29c6a3dfb90203788_e4a7ddbb24114dcc8f0aa18cda35383f_%E5%A7%8B%E7%A5%96%E9%B8%9F%20ARCTERYX.jpg,0371-65558988,购物,运动户外用品,"户外服装,户外背包,户外鞋类,户外攀登装备,户外滑雪装备",4.6,￥2537/人,正弘中心购物热门榜第9名,ARC'TERYX始祖鸟主打高性能户外装备，店铺风格简约专业。装修特色是满满科技感，陈列有序。人气单品超多，像经典的冲锋衣，防风防水超厉害。很多户外爱好者都爱惨了！衣服剪裁超合身，细节满满。不管是登山、徒步还是日常出街，穿始祖鸟都超有型，分分钟成为焦点，赶紧冲！,,,,
周生生Chow Sang Sang,84669,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/79ec3548368b418bb9c723c7368f98ed_ce275667c9e62f2ca9004606ce9e5693.jpeg,13837109013,购物,珠宝首饰,"黄金首饰,钻石首饰,珠宝首饰,铂金首饰,K金首饰",4.5,￥8133/人,收录6年好店,周生生Chow Sang Sang主打各种超美的珠宝首饰💎。店铺风格精致优雅，装修很有格调。人气单品超多，像转运珠、Charme串珠系列，每一款都超吸睛。戴上瞬间提升气质，无论是日常佩戴还是重要场合都超合适。无论是给自己买，还是送闺蜜、送女友，都能选到超满意的🎁，快来逛逛吧！,,,,
西西弗书店,84213,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/c1f1d938a482497f8168624e4e976f2d_3baa9bb9c8d72583034bf8daabb4c187.jpeg,13598805656,休闲娱乐,书店,"图书销售,音像制品销售,阅读空间,文化活动举办,文创产品销售",4.8,￥36/人,金水区书店音像好评榜第3名,西西弗书店都是书，氛围感超绝。书架设计很有特色，找书超方便。店员也都超热情der~人气单品超多，像《你当像鸟飞往你的山》，好多人都在看。这里适合爱书的宝子们，不管是想静静阅读，还是淘几本好书收藏，都能满足！每次来都不想走，真的太好逛啦！💕 ,,,,
联想直营店,84100,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/790d70daa9734b1f98c0f41707845b7e_1.jpeg,0371-67118682,购物,数码产品,"联想电脑,联想手机,联想平板,联想打印机,联想智能设备周边产品",4.8,￥4180/人,正弘中心电子数码好评榜第4名,联想直营店一进店，科技感十足的装修风格超吸睛✨。他家主打各种联想电子产品，电脑、平板、手机啥都有。人气单品更是多到挑花眼，像小新系列笔记本，轻薄便携性能强，办公娱乐都超棒。工作人员专业又热情，会耐心给咱介绍产品。不管你是学生党、上班族，还是数码爱好者，来这都能挑到心仪好物，赶紧冲！,,,,
完型wearx,85072,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/d19f60185bde4746a94761819e22bb6d_%E9%BB%98%E8%AE%A4logo.png,18237159379,购物,内衣,"内衣,服装,配饰,家居服,泳衣",3.9,￥818/人,,完型wearx风格独特，装修很有个性，让人眼前一亮。主打产品超有设计感，人气单品更是一绝。衣服款式多样，从休闲风到潮流范，各种风格都能轻松拿捏。无论你是时尚弄潮儿，还是追求个性的酷盖，在这里都能找到心头好，赶紧冲去挑选属于你的那件宝藏单品吧！,,,,
德国双立人,84135,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/7fe4e1df114f45dbaf1dae6aa40f6ed7_%E5%8F%8C%E7%AB%8B%E4%BA%BA.jpg,0371-66159932,购物,家居用品,"刀具,锅具,餐具,厨房用具,卫浴产品",3.9,￥1000/人,收录5年好店,德国双立人刀具超锋利耐用，切菜轻松不费力，厨房小白也能变大厨！锅具颜值高又实用，导热均匀，煎炒炖煮样样行。店内装修简约大气，陈列整齐。人气单品刀具套装，好多人都入手了。不管是专业厨师还是热爱烹饪的小伙伴，都能在这里找到适合自己的厨房好物，赶紧来给自己的厨房添点高品质装备吧！,,,,
萌乐童年,84858,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/7db38353ad8a43dcbf361162113451c3_AAAAAA.jpeg,13253600709,休闲娱乐,儿童游乐场,"儿童游乐设施体验,儿童主题活动,儿童玩具租赁,儿童手工制作,儿童摄影服务",3.5,￥35/人,,萌乐童年这里简直是梦幻童年的宝藏地✨。店铺风格超可爱，装修童趣满满，一进去就像走进童话世界。主打各种萌趣玩具和儿童服饰👚👟。人气单品多到挑花眼，像超软萌的玩偶🧸，孩子抱着爱不释手。还有时尚又舒适的童装，品质超棒。超适合家里有萌娃的宝妈宝爸们，快带宝贝来这儿尽情撒欢，收获快乐童年吧🎉！,,,,
GXG,84110,https://prod-deployment.oss-cn-hangzhou.aliyuncs.com/5d498e7f684f45ed8393e6b6347e31d3_9432f8a5a96923b9a2ff0b3094596ca0.jpeg,15736727932,购物,服装,"男装,休闲装,时尚服装,商务装,潮流服饰",3.5,￥2000/人,正弘中心服饰鞋包人气榜第10名, GXG的衣服超有风格，主打时尚潮流，从休闲装到正装，都能轻松拿捏。门店装修简约大气，陈列超有品味。像他家的工装风外套，简直帅炸，面料质感超棒。还有那些个性的衬衫，细节满满。适合追求时尚、有态度的宝子们，不管上班还是出街，穿他家衣服绝对能让你成为焦点，赶紧冲！,,,,
