,店铺名称,store_id,所属品牌,店铺地址,营业时间,店铺电话,会员权益,店铺描述,店铺亮点,店铺评分,人均价格,适合就餐人数,适合场景,一级业态,二级业态,菜系,口味,辣度,设施,服务,环境,排队信息,店铺招牌,店铺图片,picture,
119,鉴茶有方,85097,鉴茶有方,郑州正弘城B1,10:00-22:00,15093376490,,宝子们，今天必须给你们种草“鉴茶有方”✨！这店超有特色，装修风格独特，一进去就感觉很有格调。他家主打各种茶饮🍵，能让你轻松鉴别不同茶叶的韵味。人气单品超多，像蜜桃乌龙，茶香清新，蜜桃味超浓郁，喝一口甜到心坎。还有茉莉绿茶，清香四溢，仿佛置身茉莉花海。不管你是茶饮小白想入门，还是资深茶友想尝新，都超适合来这。在这里，你能沉浸式感受茶饮的魅力，快来开启你的鉴茶之旅吧😜！ ,金水区茶饮果汁好评榜第6名,4.4,¥16人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有空调,有WIFI,商场公共卫生间","宝宝椅,可带宠物","等位区,地铁直达",,,,,
120,SOONSOO CHICKEN,85100,Soonsoo韩国精品炸鸡,郑州正弘城B1,10:00-22:00,17683935762,,"宝子们，今天要给你们种草一家超棒的店👉SOONSOO CHICKEN！他家主打韩式风味炸鸡，那味道简直绝了😍。店铺风格是满满的韩式风情，装修超有特色，让人仿佛置身韩国街头。

他家的人气单品超多，招牌炸鸡外酥里嫩，酱料浓郁，一口下去超满足😋。还有各种口味的炸鸡供你选择，无论是甜辣还是蒜香，都能击中你的味蕾。不仅如此，店里的氛围超赞，很适合和朋友一起来享受美食。不管你是炸鸡爱好者，还是想体验韩式风情，SOONSOO CHICKEN都绝对值得一试！快来冲呀🎉！ ",连锁店,4.4,¥37/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,韩国料理,炸鸡炸串,"咸,辣,甜咸",不辣,"免费停车,有空调,有WIFI,商场公共卫生间","可带宠物,可在线预定","现代简约,网红打卡风",,,,,
121,坝子里菌菇鸡汤饭,85101,坝子里菌菇鸡汤饭,郑州正弘城L8,10:00-22:00,17701714851,,"宝子们，今天必须给你们安利坝子里菌菇鸡汤饭！他家主打菌菇鸡汤饭，一上桌那香气就直往鼻子里钻😍。店铺风格简约又温馨，装修很有特色，让人感觉超舒服。

那菌菇鸡汤饭堪称人气单品，鸡汤浓郁鲜美，菌菇种类丰富，和米饭拌在一起，每一口都超满足。米饭粒粒饱满，吸收了鸡汤的精华。不管是忙碌的上班族，还是追求美味的干饭人，都超适合来这儿。吃一次就忘不了，赶紧冲呀！ ",正弘中心小吃快餐口味榜第2名,4.5,¥26/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,小吃快餐,云南菜,"咸,咸鲜,酸辣",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
122,那时新疆,85103,那时新疆·西夜,郑州正弘城L8,10:00-22:00,,," 🌶️一口穿越到新疆的宝藏店——那时新疆
宝子们，发现一家超有特色的新疆主题店👉那时新疆！

一进店，浓郁的西域风情扑面而来。墙壁上的新疆风光壁画、民族特色的装饰，仿佛瞬间把人拉到了神秘的新疆。

他家主打各种地道新疆美食😍。大盘鸡鸡肉鲜嫩，土豆绵软入味，面条劲道；羊肉串肥瘦相间，外焦里嫩，孜然味超香。

适合爱美食、爱新奇体验的宝子们。不管是朋友聚餐还是自己解馋，来这都超合适。在这里，能尽情感受新疆的热情与美味，真的太赞啦，赶紧冲！ ",郑州新疆菜热门榜第1名,4.4,¥80/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,新疆菜,异域混搭,"咸,辣,甜咸,酸辣",不辣,"有空调,有大桌,商场公共卫生间,明厨亮灶","宝宝椅,儿童餐具","有卡座,景观位,商场餐厅",,,,,
123,山野.晚风叙旧,85104,SANYEE山野|精酿啤酒·下酒菜,,10:00-22:00,,," 🌿藏在城市里的小众宝藏清吧 | 山野.晚风叙旧
周末和朋友发现了一家超棒的清吧！

🎇氛围感：店里装修超有特色，暖黄灯光搭配木质桌椅，墙上还有很多复古的装饰画，就像走进了电影场景。

🍹人气单品：他家的鸡尾酒颜值超高，味道也超赞！“日落大道”层次丰富，口感酸甜，每一口都仿佛在舌尖上跳舞。

👭适合人群：特别适合下班后和朋友来放松，或者情侣约会。大家围坐在一起，听着舒缓的音乐，聊聊心事，真的太惬意啦！

📍地址：[具体地址]

 清吧 鸡尾酒 周末好去处 ",,,,,,餐饮美食,,,,不辣,,,,,,,,
124,失眠企鹅中泰旗舰店,85108,失眠企鹅精酿啤酒,,10:00-22:00,,,"😴失眠企鹅中泰旗舰店，宝藏店铺来啦！

✨店里风格超独特，装修很有特色，一进去就感觉超温馨。

🎁他们家主打产品超赞，有各种可爱又实用的小物件。人气单品更是让人爱不释手，比如那个萌萌的企鹅玩偶，手感超棒，抱着超舒服。

👨‍👩‍👧‍👦不管是自己用还是送人都超合适，适合喜欢可爱风的宝子们。每次逛都能发现新惊喜，真的太好逛啦！在这里，总能找到能戳中你心巴的好物，快来把可爱带回家吧😘。 ",,,,,,餐饮美食,,,,不辣,,,,,,,,
125,有堂古,85109,有堂古·甘草水果,郑州正弘城B1,10:00-22:00,13083640925,,"🍍有堂古甘草水果｜郑州正弘城B1的""潮汕鲜果刺客""！日切300斤的酸甜修罗场
✅ 真实身份核验
潮汕基因：汕头老字号分店，2024年11月进驻正弘城B1食光里E区，大众点评「水果饮品榜」周冠
工艺硬核：每日鲜切当季水果（源头直采公示），配秘制甘草汁+陈皮酸梅粉
🌟 必吃暴击四重奏
🔥 甘草青芒大战
→ 广西酸青芒厚切泡甘草汁，撒南姜末，脆酸激爽秒醒脑（日销200+盒）
🔥 乌梅番茄炸弹
→ 千禧小番茄夹乌梅冻，爆汁甜酸感比初恋还猛
🔥 芭乐红白双煞
→ 红心/白心芭乐双拼，蘸陈皮粉吃出咸甜三重奏
🔥 潮汕甜汤杯
→ 草粿+海石花打底，堆鲜果+芋圆，冰镇甘草汤底解暑神器
🥄 沉浸式狠活
✔️ 全透明操作台：3名刀工姨嬷现场飞切水果，刀光剑影看呆路人
✔️ 甘草汁现调：8种药材熬制，分酸甜/甘咸双版本任选
✔️ 暗号加料：喊“多加南姜”获双倍撒粉，潮汕人认证正宗
",金水区茶饮果汁打卡好评榜第3名,4.1,¥32/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有空调,扫码点餐","导盲犬友好,可带宠物","现代简约,放松随意",,,,,
126,雾与山茶,85110,雾与山茶,郑州正弘城L8,10:00-22:00,15036450280,,"✨宝子们，今天必须给你们种草雾与山茶！

🌿这家店风格超独特，满满的文艺气息，装修细节超有质感，一进去就像走进了梦幻的童话世界。

🎀他家主打产品超赞，茶饮颜值高又好喝，每一口都能感受到清新茶香。甜品更是绝绝子，精致得像艺术品，味道还超棒。

🧚‍♀️人气单品多得数不过来，像招牌茶饮和几款特色小蛋糕，每次去都必点。

👭不管是小姐妹聚会，还是自己去享受悠闲时光，雾与山茶都超合适！快冲呀，保证你去了就爱上！ ",,4.3,¥17/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有空调,扫码点餐","扫码点餐,纸巾提供","现代简约,放松随意",,,,,
127,苏小蟹,85111,苏小蟹·蟹黄面,郑州正弘城L8,10:00-22:00,13405862109,,"🦀宝子们，今天必须给你们种草苏小蟹！

这店主打各种口味的蟹黄面，店铺风格清新又明亮✨。装修特色是满满的江南风情，让人仿佛置身水乡。

人气单品蟹黄面，端上桌就能闻到浓郁的蟹香😍。蟹黄油润，面条劲道，每一口都超满足。还有蟹粉汤包，咬一口汤汁四溢。

适合喜欢吃蟹的宝子们，无论是一人食还是和朋友聚餐都超合适。真的会被苏小蟹的美味拿捏🤌，吃过一次就念念不忘，赶紧冲！ ",建业凯旋广场美食热门榜第4名,4,¥7I/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,江浙菜,面食米粉 刀削面,咸鲜,不辣,"有停车场,有空调,有WIFI,有大桌,商场公共卫生间","宝宝椅,可带宠物,可在线预定","等位区,包厢",,,,,
128,茉酸奶,85119,茉酸奶,郑州正弘城B1,10:00-22:00,16692185571,,🥤茉酸奶真的太好喝啦！他家的装修风格简约又时尚，很适合拍照打卡📸。主打产品就是各种口味的酸奶昔，人气超高的！比如牛油果酸奶昔🥑，浓郁的牛油果味搭配醇厚酸奶，口感超赞。还有巴旦木牛油果酸奶昔，坚果的香脆和酸奶的细腻完美融合，一口下去超满足。不管是健身达人想要补充蛋白质，还是上班族想喝杯健康饮品，或者是学生党解馋，茉酸奶都超合适！快来试试吧，保证让你一口爱上💕！ ,郑州酸奶鲜奶热门榜第6名,4.4,¥21/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,热闹",,,,,
129,肉肉大米,85124,肉肉大米,郑州正弘城B1,10:00-22:00,,,宝子们，今天必须给你们种草“肉肉大米”这家超有特色的店！它家主打各种美味肉肉，风格超有个性，装修很有氛围感，让人一进去就超放松。人气单品那叫一个绝，像招牌肉肉饭，肉肉给的超足，米饭粒粒饱满，拌上浓郁酱汁，一口下去超满足！还有各种特色小吃也超赞。适合爱吃肉的宝子们，不管是一人食还是和朋友聚餐，来这都超合适！每次去都能感受到满满的幸福感，真的爱了爱了，赶紧冲！ ,郑州美食热门榜第3名,3.9,¥70/人,1-2人,"情侣,朋友,一个人",餐饮美食,日料,铁板烧,"酸,甜,辣",不辣,"有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,热闹",,,,,
130,廖记棒棒鸡,85125,廖记棒棒鸡,郑州正弘城B1,10:00-22:00,,,"😍宝子们，一定要来试试廖记棒棒鸡！他家主打各种特色卤味，味道超绝👍。店铺风格简洁明了，让人感觉干净又舒服😃。一进店就能看到整齐摆放的各类美食，看着就超有食欲🤤。

人气单品棒棒鸡，鸡肉紧实有嚼劲，料汁浓郁，一口下去超满足😍。还有夫妻肺片、藤椒鸡等也都超赞。不管是上班族当作工作餐，还是和朋友小聚当下酒菜，都再合适不过啦👏。真的是一家能让人吃了还想吃的宝藏卤味店，赶紧冲呀🎉！ ",收录6年,4,¥31/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,川菜,串串香,"辣,咸鲜",不辣,有空调,"扫码点餐,纸巾提供","现代简约,热闹",,,,,
131,京妹老北京炸酱面,85126,京妹老北京炸酱面,郑州正弘城B1,10:00-22:00,,,😍宝子们，一定要来尝尝京妹老北京炸酱面！他家的炸酱面堪称一绝👍，面条筋道有嚼劲，肉酱浓郁喷香，每一口都超满足。店里装修充满老北京风情✨，木质桌椅、复古招牌，让人仿佛穿越回了老北京胡同。人气超旺🔥，很多人都是冲着这口地道炸酱面来的。无论是忙碌的上班族，还是想品尝正宗老北京味道的游客，都特别适合来这儿。吃一碗热气腾腾的炸酱面，感受老北京美食的独特魅力，真的太赞啦👏！ ,连锁店,3.7,¥27/人,1-2人,"情侣,朋友,一个人",餐饮美食,小吃快餐,面食米粉 刀削面,"咸,咸鲜",不辣,"有停车场,有WIFI","扫码点餐,纸巾提供","现代简约,热闹",,,,,
132,爷爷不泡茶,85147,爷爷不泡茶NOYEYENOTEA,郑州正弘城B1,10:00-22:00,1952240579319303715009、19337880503,,宝子们，今天必须给你们种草“爷爷不泡茶”😜！这店风格超独特，装修带着浓浓的国潮风，一进去就感觉穿越啦。他家主打各种创意茶饮🥤，像爷爷的宝藏茶，茶香和奶香完美融合，口感超赞。还有人气超高的手打渣男柠檬茶，清爽解腻。适合爱尝鲜、追求个性的宝子们。店员态度也超热情，服务超贴心。每次去都能看到好多人在那拍照打卡📸，真的太出片啦！宝子们快去试试，保证让你爱上~ ,金水区茶饮果汁打卡人气榜第2名,4.6,¥16/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
133,M-STAND,85151,M Stand,郑州正弘城B1,10:00-22:00,16628745675,,☕M-STAND真的太绝啦！他家的店铺风格简约又高级，装修超有特色，金属质感的桌椅搭配绿植，随手一拍都很出片📸。主打产品咖啡更是一绝，像他家的燕麦曲奇拿铁，燕麦香气与咖啡完美融合，口感丰富。还有水泥蛋糕也超火，独特的造型，味道更是让人惊艳。无论是上班族来这儿享受片刻惬意，还是小姐妹聚会聊天，都超合适。每次去都好多人，人气爆棚🔥。宝子们一定要来试试，保证你来了就爱上！ ,连锁店,4.1,¥31/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,咖啡,咖啡茶馆 精品咖啡,"甜,苦,酸甜",不辣,"有停车场,有WIFI",可带宠物,"复古风,现代简约,商场餐厅",,,,,
134,柠季,85160,柠季·手打柠檬茶,郑州正弘城B1,10:00-22:00,,,"🥤柠季真的太绝啦！

✨门店风格超清新，装修简约又时尚，让人一进去就感觉很舒服😌。

他家主打柠檬茶🍋，各种创意口味超好喝！鸭屎香柠檬茶清爽解腻，香水柠檬茶果香浓郁。

人气单品多多，像手打渣男绿，颜值高又好喝。

适合爱喝清爽饮品的宝子们🧃。不管是逛街累了，还是想找个地方坐坐，来柠季喝上一杯，瞬间活力满满💪。而且价格实惠，性价比超高！宝子们一定要去试试呀！ ",银冠好店,4.2,¥19/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,"甜,酸甜",不辣,"有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
135,喜茶,85173,喜茶,郑州正弘城B1,10:00-22:00,,,"宝子们，喜茶必须安利给你们！

他家装修超有特色，简约时尚又充满潮流感，随手一拍都很出片📸。

主打各种创意茶饮，每一款都颜值超高，口感更是绝绝子！像多肉葡萄，葡萄果肉超多，一口下去超满足；芝芝芒芒，浓郁的芝士搭配香甜芒果，好喝到停不下来。

不管是逛街累了想找个地方歇脚，还是和朋友聚会，喜茶都超合适。年轻人都爱来这儿，边喝美味茶饮边享受惬意时光。快来喜茶，一起开启美味之旅吧😜！ ",收录6年,4.2,¥22/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
136,爷爷不泡茶,85175,爷爷不泡茶NOYEYENOTEA,郑州正弘城L8,10:00-22:00,1952240579319303715009、19337880503,,"宝子们，今天要给你们种草一家超有特色的店——爷爷不泡茶！

这家店的装修超有风格，古色古香，让人仿佛穿越到了旧时光。

他们家主打各种创意茶饮，每一款都颜值超高，味道更是绝绝子！人气单品[具体单品名称]，茶香与果香完美融合，口感层次丰富，一口就爱上。

不管是逛街累了想找个地方歇歇脚，还是和朋友聚会聊天，爷爷不泡茶都超合适！学生党、上班族都能在这里找到属于自己的小确幸。快来打卡，享受这份独特的茶饮时光吧！ ",金水区茶饮果汁打卡人气榜第9名,4.4,¥15/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,奶茶,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
138,瑞幸咖啡,85177,luckin coffee,郑州正弘城L1,10:00-22:00,19139786572,,"☕瑞幸咖啡真的太懂打工人的心啦！

门店装修简约又时尚，超适合拍照打卡📸。他们家主打产品超多，生椰拿铁堪称yyds，椰香和咖啡香完美融合，一口下去超满足。还有厚乳拿铁，醇厚丝滑，奶味超浓郁。

不管是上班族来一杯提神醒脑，还是学生党课间来一杯补充能量，都超合适。而且出餐速度超快，随时随地都能享受美味咖啡。宝子们一定要试试瑞幸，相信你会爱上的！💕 ",收录6年,4.4,¥15/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,咖啡,咖啡茶馆 精品咖啡,"甜,苦,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
139,一只酸奶牛,83791,一只酸奶牛,郑州正弘城L8,10:00-22:00,19337153079,," 一口爱上一只酸奶牛😍

宝子们，一定要试试一只酸奶牛！他家装修超有特色，简约又清新，让人看着就很舒服😌。

主打各种酸奶饮品🥤，人气超高的紫米酸奶露，紫米软糯香甜，酸奶浓郁丝滑，一口下去超满足。还有牛油果酸奶昔，营养又美味，牛油果的醇厚和酸奶的清爽完美融合。

适合爱喝酸奶的宝子们，逛街累了来一杯，瞬间活力满满💪。无论是日常解馋还是朋友聚会，一只酸奶牛都超合适，快来尝尝吧！ ",银冠好店,4.1,¥15/人,"1-2人,3-4人","情侣,家人,朋友,孩子",餐饮美食,"奶茶,茶饮果汁","甜品饮品 奶茶,珍珠奶茶,茶饮空间,下午茶","酸,甜,酸甜",不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供,可在线预定","现代简约,有卡座,安静,明亮,浪漫",,,,,
140,詹记,83822,詹记桃酥 ,郑州正弘城B1,10:00-22:00,19937185151,,"😍宝子们，一定要来詹记呀！他家的点心种类超丰富，中式糕点和西式甜点都有，味道绝绝子！

🥧门店装修走国潮风，古色古香的，超有韵味，拍照超好看！

🧁人气单品有桃酥，又香又脆，一口一个停不下来；还有宫廷桃酥王，酥到掉渣，甜而不腻。肉松小贝也超赞，外面裹着满满的肉松，里面的蛋糕体松软湿润，一口咬下去超满足。

🤗不管是当早餐还是下午茶，詹记都很合适，学生党、上班族都爱！快来尝尝吧！ ",收录3年,4.3,¥35/人,"1-2人,3-4人","情侣,家人,朋友,孩子",餐饮美食,面包甜点,"甜品饮品 奶茶,糕点","甜,咸鲜,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供,可在线预定","有卡座,安静,商场餐厅",,,,,
141,阿平牛杂,83824,阿平牛杂,郑州正弘城B1,10:00-22:00,13816990174,,"😍宝子们，今天必须给你们种草阿平牛杂！

他家的牛杂堪称一绝👍，食材新鲜得没话说，炖煮得超入味，每一口都香到爆。店铺风格简约又接地气，让人感觉特别亲切。

一进店，浓郁的牛杂香气就扑鼻而来。招牌牛杂是当之无愧的人气单品，牛肚脆嫩、牛筋软糯、牛肉鲜香，搭配特制酱料，简直绝绝子！无论是上班族来快速解决一顿美味午餐，还是学生党解馋，阿平牛杂都超合适。快来尝尝，保证你吃一次就忘不了！😋 ",金冠好店,4.2,¥34/人,1-2人,"情侣,家人,朋友,孩子",餐饮美食,小吃快餐,"牛杂火锅,小吃快餐 兰州拉面,面食米粉 刀削面","咸鲜,酸辣",中辣,"有停车场,有空调,有WIFI,商场公共卫生间","自助结账,纸巾提供,可在线预定","复古风,有卡座,等位区,商场餐厅",,,,,
142,‌ 红薯软软,83828,‌ 红薯软软,郑州正弘城B1,10:00-22:00,13633711385,," 🍠红薯软软 | 糯叽叽脑袋的天堂
被朋友拉着来的这家店，真的太好逛了！

店里装修超有特色，暖色调灯光加上可爱的装饰，让人感觉温馨又治愈。

他家主打各种糯叽叽的美食，像招牌红薯泥，口感细腻香甜，入口即化。还有糯米糍，软糯Q弹，内馅丰富。

不管是小朋友还是大朋友，只要你爱糯叽叽，来这就对了！我和朋友吃完直接原地种草，准备下次再带家人一起来。宝子们，答应我一定要来试试，保证你吃一次就忘不了！💕 ",正弘中心面包蛋糕甜品打卡人气榜·第 3名,4.2,¥18/人,1-2人,"情侣,家人,朋友,孩子",餐饮美食,面包甜点,"甜品饮品 奶茶,糕点","甜,酸甜",不辣,"有停车场,有空调,有WIFI,商场公共卫生间","纸巾提供,可带宠物","有卡座,安静,商场餐厅",,,,,
143,和米堂,83839,和米堂,郑州正弘城B1,10:00-22:00,1551550978,,"宝子们，快来和米堂！他家主打章鱼小丸子等小吃，店铺风格超有日系感，装修精致又温馨。

招牌章鱼小丸子太绝啦！颗颗饱满，章鱼肉超大块，咬一口外酥里嫩，酱料和木鱼花的搭配堪称灵魂，香气瞬间在嘴里炸开。还有各种口味的小丸子可以选择，满足不同味蕾。

无论是逛街时来一份当零嘴，还是下午茶时间和朋友分享，和米堂都超合适。快来和米堂，开启美味小吃之旅吧！ ",收录6年,4.2,¥18/人,1-2人,"情侣,家人,朋友,孩子",餐饮美食,小吃快餐,日韩料理 寿司,"咸鲜,酸辣,酸甜",微辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","有卡座,安静,明亮,商场餐厅",,,,,
144,K22,83849,K22.酸奶草莓,郑州正弘城B1,10:00-22:00,19139855539,," 🍹K22，一口爱上的宝藏果汁店
宝子们，一定要来试试K22！他家主打鲜榨果汁，每一杯都超绝。店铺风格简约清新，装修很有特色，让人一进去就感觉超舒服。

人气单品牛油果炸弹🥑，浓郁的牛油果味混合着其他水果的香甜，口感丰富到爆。还有草莓奇遇记🍓，满满的草莓果香，酸甜可口。这里的果汁都是真材实料，无添加，喝着超放心。无论是想补充维C，还是追求健康饮品的宝子，都能在K22找到属于自己的那杯美味果汁，赶紧冲呀！ ",金水区酸奶鲜奶口味榜第1名,4.4,¥18/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,珍珠奶茶,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
145,眷茶,84153,眷茶,郑州正弘城B1,10:00-22:00,18638789102,," 一口眷茶，爱上这抹独特风味💕
眷茶家的装修超有特色，简约中带着清新，绿植点缀，让人超放松🌿

他家主打各类创意茶饮🥤，像云顶观音牛乳茶，茶底清香，牛乳醇厚，顶上的奶盖咸甜交织，一口超满足。人气单品草莓大福牛乳茶也超赞，新鲜草莓果肉搭配软糯大福，再加上香浓牛乳，口感层次超丰富。

不管是逛街累了想找个地方歇脚，还是下午茶想小酌一杯，眷茶都超合适。学生党、上班族都爱来这，快拉上小伙伴一起，尝尝这份独特的甜蜜吧😘 ",收录6年,4.4,¥18/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,珍珠奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
146,茶百道,84160,茶百道,郑州正弘城B1,10:00-22:00,19903828833,,"🥤茶百道真的超好喝！

他家主打各种特色茶饮，店铺风格简约时尚，装修也很有个性，让人一眼就爱住。

人气单品超多，像杨枝甘露，满满都是料，香甜爽口；豆乳玉麒麟，豆香和茶香完美融合，口感超丰富。

不管是逛街累了，还是上班想提神，来一杯茶百道都超合适！而且它适合各种人群，学生党爱它的性价比，上班族爱它的便捷美味。每次路过都忍不住买一杯，真的太上头啦！宝子们一定要试试！ ",郑州杨枝甘露菜品榜第2名,4.2,¥18/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,珍珠奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,商场餐厅",,,,,
147,花千代,84188,花千代烤鱼,郑州正弘城L8,10:00-22:00,15093335162,," 🌶️花千代烤鱼，好吃到跺脚！
宝子们，花千代必须安利！他家烤鱼绝绝子😋，鱼都是现杀超新鲜，肉质超嫩。口味超多，像经典麻辣、番茄、酱香，每一种都能戳中你的味蕾。

店里装修简约时尚，灯光暖乎乎的，氛围感拉满✨。服务员态度超热情，点菜、加汤都很麻溜。

他家的人气单品香辣烤鱼，辣椒和香料的香气完全渗进鱼肉里，一口下去，外焦里嫩，麻辣过瘾，配菜也超入味。不管是小情侣约会，还是朋友聚餐，花千代都超合适，赶紧冲🐛！ ",郑州烤鱼好评榜第7名,4.7,¥62/人,"1-2人,3-4人","情侣,家人,朋友,一个人",餐饮美食,小吃快餐,烤全鱼,"咸,辣,咸鲜",不辣,"有空调,有WIFI,商场公共卫生间,明厨亮灶","纸巾提供,宝宝椅","亲子友好,商场餐厅",,,,,
148,果雨吧,84191,GuoyuBa果雨吧,郑州正弘城L8,10:00-22:00,18103835995,," 🌴果雨吧 | 宝藏饮品店大揭秘✨

宝子们，发现一家超棒的饮品店——果雨吧🎉！

一进店，清新自然的装修风格超治愈🌿，仿佛置身热带果园。

他家主打各种鲜榨果汁和特色果茶🥤，每一口都能喝到满满的果肉纤维，原汁原味超赞👍！

人气单品芒果百香果汁，浓郁的芒果香混合着百香果的酸甜，一口下去超满足😍！

无论是逛街累了想补充维C，还是朋友聚会想找个舒适的地方聊天，果雨吧都超合适👏！快拉上小伙伴一起来享受这份甜蜜与清爽吧💕！ ",收录6年,4,¥23/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI,商场公共卫生间","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
149,裕莲茶楼,84597,裕莲茶楼,郑州正弘城B1,10:00-22:00,13718281416,,"🥰宝子们，今天必须给你们种草裕莲茶楼！

他家主打中式点心，店铺风格古色古香，装修超有韵味，一进去就感觉穿越到了古代。

人气单品莲蓉酥，外皮酥脆，莲蓉馅细腻香甜，一口下去超满足。还有冰皮绿豆糕，冰冰凉凉，绿豆味超浓郁。

适合喜欢中式点心的宝子们，无论是当早餐还是下午茶都超合适。店里环境好，点心好吃，拍照也很出片📷。逛累了来这儿坐一坐，吃点美味点心，简直美滋滋！快冲！ ",郑州饮品热门榜第7名,4.3,¥23/人,1-2人,"情侣,朋友,一个人",餐饮美食,茶饮果汁,甜品饮品 奶茶,甜,不辣,"有停车场,有空调,有WIFI","扫码点餐,纸巾提供","现代简约,网红打卡风",,,,,
,卤山川,88954,卤山川,郑州正弘城B1,10:00-22:00,18749459178,,"推荐指数：⭐️⭐️⭐️⭐️⭐️
美味指数：⭐️⭐️⭐️⭐️⭐️
品牌特点：先卤后炸，肉肉更入味！区别于其他品牌的油香味，卤山川更结合卤味的香，吃着不腻
推荐餐品：生炸鸡腿🍗➕苕皮鱿鱼🦑
鸡腿特别香！外酥里嫩！苕皮软呼呼！我第一次吃这么糯叽叽的苕皮5555！
🌈鸡排普拉丝：整片的鸡胸口，只裹面浆直接炸，吃着很酥脆，纯肉是真能拉丝啊！
        
苕皮包鱿鱼：红薯粉包裹卤过的鱿鱼馅，别地方真没吃过。",正弘中心小吃好评榜第5名,4.2,¥23/人,1-2人,"情侣,家人,朋友,同事,一个人",餐饮美食,小吃快餐,炸串,"咸,辣",微辣,"有停车场,有空调,有WIFI","自助结账,纸巾提供",热闹,,,,,
,岛姜家,88955,岛姜家,郑州正弘城B1,10:00-22:00,17516195962,,"每次去岛姜家都买一大堆回家
最爱吃的零食和下饭神器
招牌的软脂渣好吃的一塌糊涂
还有风干脆脂渣、醇香肉粒粒、松板肉片片
以及青岛特色的鱼片、鱼酥和鱼皮
风琴鱿鱼超大一卷儿",正弘中心小吃快餐打卡人气榜第1名,4.3,¥24/人,"1-2人,3-4人","情侣,家人,朋友,同事,一个人",餐饮美食,小吃快餐,炸鸡炸串,咸,微微辣,"有停车场,纸巾湿巾","自助结账,纸巾提供",热闹,,,,,
